newspaper_name,article_title,publication_date,change_id,change_content,change_timestamp,classification
20 Minuten,«Nicht überrascht»: «Grey's Anatomy»-Star hat Prostatakrebs,2025-11-16 09:21:10,3,"--- Database Content\n
+++ Fetched Content\n
@@ -1,8 +1,8 @@\n
-Nur Tage nachdem die Serie die Krebserkrankung seiner Figur enthüllt hatte, spricht James Pickens Jr. 
+Nur Tage nachdem die Serie die Krebserkrankung seiner Figur enthüllt hat, spricht James Pickens Jr. 
 erstmals über seine eigene Diagnose. 
 Der «Grey's Anatomy»-Star wurde wegen Prostatakrebs behandelt.

Darum gehts

Schauspieler James Pickens Jr. 
 (71) verkörpert seit 2005 Dr. 
-Richard Webber in der Erfolgsserie «Grey's Anatomy» - und sowohl er als auch seine Serienfigur erhielten eine Krebsdiagnose. 
+Richard Webber in der Erfolgsserie «Grey's Anatomy» – und sowohl er als auch seine Serienfigur erhielt eine Krebsdiagnose. 
 Am 13. 
 November erfuhren die Zuschauer laut «People» in der 22. 
 Staffel von Webbers Diagnose. 
@@ -16,11 +16,11 @@\n
 Sein Urologe bestätigte ihm später: Die konsequenten Untersuchungen ermöglichten es, den Krebs in einem sehr frühen Stadium zu entdecken.

Bei seiner jährlichen Routineuntersuchung im Januar dieses Jahres stellten die Ärzte erhöhte PSA-Werte fest. 
 Ein MRT folgte und zeigte «etwas Verdächtiges», wie der Arzt dem Schauspieler mitteilte. 
 Die anschliessende Biopsie brachte Gewissheit: ein Tumor. 
-Doch ein PET-Scan lieferte auch gute Nachrichten - der Krebs hatte sich nicht über die Prostata hinaus ausgebreitet.

Pickens entschied sich für eine radikale Prostatektomie, bei der zwei Urologen den Tumor robotergestützt entfernten. 
+Doch ein PET-Scan lieferte auch gute Nachrichten – der Krebs hatte sich nicht über die Prostata hinaus ausgebreitet.

Pickens entschied sich für eine radikale Prostatektomie, bei der zwei Urologen den Tumor robotergestützt entfernten. 
 «Wir haben es wirklich früh erwischt, deshalb hielten sie das für den besten Weg», berichtet der Schauspieler. 
 Zudem hatte der Serienstar eine seltene Variante der Krankheit, weshalb die Mediziner besonders vorsichtig vorgehen wollten.

Wie stehst du zu regelmässigen Vorsorgeuntersuchungen?

Warum geht Pickens mit seiner Diagnose an die Öffentlichkeit? 
 Er will das Stigma durchbrechen, das viele Männer davon abhält, offen über ihre Gesundheit zu sprechen. 
 Besonders afroamerikanische Männer haben oft ein angespanntes Verhältnis zur medizinischen Versorgung, erklärt er mit Verweis auf die historischen Hintergründe. 
-«Wir kennen diese Geschichte und wie weit das zurückreicht - unsere Zurückhaltung, uns testen zu lassen oder auch nur eine simple Vorsorgeuntersuchung machen zu lassen.»

Seine Botschaft, die er auch in einem Video-Clip deutlich macht: «Prostatakrebs ist gut behandelbar, aber Früherkennung ist der Schlüssel.» Manchmal gebe es keine spürbaren Symptome. 
+«Wir kennen diese Geschichte und wie weit das zurückreicht – unsere Zurückhaltung, uns testen zu lassen oder auch nur eine simple Vorsorgeuntersuchung machen zu lassen.»

Seine Botschaft, die er auch in einem Videoclip deutlich macht: «Prostatakrebs ist gut behandelbar, aber Früherkennung ist der Schlüssel.» Manchmal gebe es keine spürbaren Symptome. 
 Sein dringender Appell: Schwarze Männer und alle, in deren Familie Prostatakrebs vorkommt, sollten bereits ab 40 Jahren mit ihrem Arzt über Screening sprechen.

Hast du oder hat jemand, den du kennst, die Diagnose Krebs erhalten?

Dario Aeberli (dae), Jahrgang 1995, arbeitet seit Oktober 2023 als People-Redaktor bei 20 Minuten. 
 Zuvor war er Lokaljournalist und beim «Migros-Magazin».",2025-11-16 11:11:16.637643,typo
20 Minuten,Die perfekte Destination für deine Winterferien? Mach den Test!,2025-11-16 09:39:20,,,,
20 Minuten,Fleischallergie nach Zeckenstich: Erster Todesfall,2025-11-16 09:44:18,,,,
20 Minuten,Einbrecher schlagen bei 18 Büros und mehreren Wohnhäusern zu,2025-11-16 10:04:35,7,"--- Database Content\n
+++ Fetched Content\n
@@ -5,7 +5,7 @@\n
 Der Sachschaden ist laut der Kapo hoch, der Umfang des Deliktguts werde noch abgeklärt.

Am Tag darauf verschafften sich Unbekannte in Gossau im Zeitraum zwischen 17 Uhr und 00.30 Uhr Zugang zu einem Mehrfamilienhaus am Chellenweiherweg, wobei die Einbrecher offenbar über den Balkon in die Wohnung im 1. 
 Obergeschoss kamen. 
 Sie stahlen Gegenstände im Wert von über 1000 Franken und richteten Schäden in der Höhe von rund 2000 Franken an.

Etwa zur gleichen Zeit schlugen auch in Balgach Einbrecher zu: Die unbekannte Täterschaft verschaffte sich über die Tiefgarage Zugang zum Treppenhaus eines Mehrfamilienhauses an der Kamorstrasse und drangen anschliessend in eine Wohnung ein. 
-Dort stahlen sie mehrere tausend Franken Bargeld und verursachten Sachschäden von etwa 1000 Franken.

Ebenfalls am Samstagabend kam es auch in Mörschwil zu einem Einbruch: Dort verschafften sich Unbekannte zwischen 18 und 21.30 Uhr über die Terrassentür Zugang zu einer Erdgeschoss-Wohnung im Mehrfamilienhaus an der Riederenstrasse. 
+Dort stahlen sie mehrere Tausend Franken Bargeld und verursachten Sachschäden von etwa 1000 Franken.

Ebenfalls am Samstagabend kam es auch in Mörschwil zu einem Einbruch: Dort verschafften sich Unbekannte zwischen 18 und 21.30 Uhr über die Terrassentür Zugang zu einer Erdgeschosswohnung im Mehrfamilienhaus an der Riederenstrasse. 
 Sie stahlen Gegenstände von noch unbekanntem Wert und richteten Sachschäden im Wert von 1000 Franken an.

Total führten die Einbrüche zu Sachschäden in Höhe von mindestens 5000 Franken, zudem entwendeten die Diebe Geld und Wertgegenstände für mindestens 3000 Franken. 
 Die Kapo St. 
 Gallen macht keine näheren Angaben zur jeweiligen Täterschaft oder darüber, ob die Einbrüche womöglich miteinander zu tun haben.

Darum wurde das Kommentarfeld deaktiviert

Benedikt Hollenstein (bho) ist seit 2021 bei 20 Minuten. ",2025-11-16 11:31:20.553066,typo
20 Minuten,Mutmassliche Vergiftungen in Istanbul – auch Bäcker festgenommen,2025-11-16 10:11:11,6,"--- Database Content\n
+++ Fetched Content\n
@@ -5,8 +5,7 @@\n
 Eine offizielle Bestätigung lag zunächst nicht vor.

Zuvor waren Berichten zufolge ein Verantwortlicher des Hotels sowie zwei Personen festgenommen worden, die eine Desinfektion im Hotel durchgeführt hatten. 
 Am Freitag waren nach Angaben des Justizministeriums zudem vier Verdächtige festgenommen worden. 
 Laut dem Staatssender TRT geht es um Verkäufer von Süssigkeiten, gefüllten Muscheln und einem Gericht aus Kalbsdärmen (Kokorec). 
-Ihnen wird den Berichten zufolge fahrlässige Tötung vorgeworfen.

Touristen weiter im Spital behandelt. 
-Bislang gehen Behörden von einer Lebensmittelvergiftung als Ursache für den Tod der Mutter und ihrer drei und sechs Jahre alten Kinder aus. 
+Ihnen wird den Berichten zufolge fahrlässige Tötung vorgeworfen.

Bislang gehen Behörden von einer Lebensmittelvergiftung als Ursache für den Tod der Mutter und ihrer drei und sechs Jahre alten Kinder aus. 
 Am Samstag waren zwei weitere Touristen, die über Erbrechen und Übelkeit klagten, ins Spital eingeliefert worden.

Der Chef der Istanbuler Gesundheitsdirektion, Abdullah Emre Güner, schrieb auf X, der Zustand der beiden Touristen sei gut, sie würden weiter beobachtet. 
 Ein weiterer Urlauber, der mit den beiden auf demselben Zimmer übernachtete, sei wegen eines verlangsamten Herzschlages untersucht worden. 
 Sein Zustand sei gut. ",2025-11-16 11:31:20.509048,content change
20 Minuten,USA stehen «am Rande der Rezession»,2025-11-16 10:13:54,,,,
20 Minuten,Über 120 Verletzte bei massiven Ausschreitungen in Mexiko-Stadt,2025-11-16 10:31:42,,,,
20 Minuten,Gold-Geschenke als neue Realpolitik? Parmelin zum Zoll-Deal,2025-11-16 10:39:08,26,"--- Database Content\n
+++ Fetched Content\n
@@ -1,5 +1,5 @@\n
 Im Gegenzug für die Senkung der Zölle verpflichtet sich die Schweiz in diversen Bereichen, nach Washingtons Regeln zu spielen. 
-In einem Interview hat Bundesrat Parmelin dazu nun Stellung genommen.

Darum gehts

Der Deal ist im Trockenen, die Schweizer Wirtschaft atmet auf: Nach einem Verhandlungsmarathon hat Bundesrat Parmelin in Washington D.C. 
+In einem Interview hat Bundesrat Parmelin dazu nun Stellung genommen.

Darum gehts

Der Deal ist im Trockenen, die Schweizer Wirtschaft atmet auf: Nach einem Verhandlungsmarathon hat Bundesrat Guy Parmelin in Washington D.C. 
 erwirken können, dass die US-Strafzölle auf Schweizer Exporte in die Vereinigten Staaten künftig nur noch 15 statt wie bis anhin 39 Prozent betragen. 
 Alle Artikel dazu hier:

US-Zölle: Einigung im Zollstreit

Der Schritt der Trump-Regierung erfolgte aber keinesfalls aus reinem Goodwill: Die Schweiz hat sich verpflichtet, massiv in den Vereinigten Staaten zu investieren und soll künftig auch diverse US-Regeln und -Standards übernehmen. 
 Nach seiner Rückkehr hat sich Parmelin in einem Interview mit dem «Tages-Anzeiger» zum Deal und den vorausgegangenen Verhandlungen geäussert.

Die insgesamt 29 Bedingungen, die die Schweiz künftig erfüllen sollen, bergen viel Zündstoff: So wird etwa befürchtet, dass künftig auch US-Chlorhühnchen importiert werden müssen, die Übernahme US-amerikanischer Sicherheitsstandards könnte derweil vor allem für Nicht-Autofahrer zur Gefahr werden. ",2025-11-16 12:01:17.883414,typo
20 Minuten,«Sie wollte nach Verlobung keinen Sex»: Shitstorm für Aleks,2025-11-16 11:09:40,78,"--- Database Content\n
+++ Fetched Content\n
@@ -1,7 +1,7 @@\n
 Aleks Petrovićs Aussagen zum Sexleben mit seiner Verlobten sorgen online für Empörung. 
 Der Reality-Star kündigt ein Statement an.

Darum gehts

In der neuen Staffel der RTL-Realityshow «Temptation Island VIP» stellen Aleks Petrović (34) und Vanessa Nwattu (25) ihre Beziehung auf die Probe. 
 Momentan sorgt Aleks mit seinem Verhalten im Format für Empörung. 
-In der sechsten Folge erzählte er vom Tag seiner Verlobung mit Vanessa – und wie sie danach keinen Geschlechtsverkehr mit ihm wollte.

«Ich habe mir so viel Mühe gegeben, es war wunderschön, die hat geweint, bla bla bla, alles emotional. 
+In der sechsten Folge erzählte er vom Tag seiner Verlobung mit Vanessa – und wie sie danach keinen Geschlechtsverkehr mit ihm wollte.

«Ich habe mir so viel Mühe gegeben, es war wunderschön, die hat geweint, bla, bla, bla, alles emotional. 
 An dem gleichen Tag, was zu dem Zeitpunkt der schönste Tag unseres Lebens war, wollte sie keinen Sex», sagt Aleks zu einem Kollegen in der Show. 
 Er habe versucht, seine Verlobte umzustimmen, diese habe aber kein Verlangen nach Intimität gefühlt.

«Sie kam und wir hatten Sex, aber nur, weil sie ein schlechtes Gewissen hatte.»

Nachdem der 34-Jährige seiner Frischverlobten geraten hatte, ihre Entscheidung zu überdenken, kam diese eine halbe Stunde später wieder auf ihn zu. 
 «Sie kam und wir hatten Sex, aber nur, weil sie ein schlechtes Gewissen hatte», so der Reality-TV-Teilnehmer weiter. ",2025-11-16 13:01:13.731799,typo
20 Minuten,"«Sah sie eine hübsche Frau, wollte sie mir die Augen auskratzen»",2025-11-16 11:23:17,,,,
20 Minuten,«Niemand ist einfach toxisch» – wann der Begriff wirklich passt,2025-11-16 11:23:23,,,,
20 Minuten,Mobiler Hundesalon: Imo wird direkt vor der Haustür frisiert,2025-11-16 11:27:57,,,,
20 Minuten,Tödliche Familienferien in Istanbul: Diese Fragen sind noch offen,2025-11-16 11:35:31,77,"--- Database Content\n
+++ Fetched Content\n
@@ -1,7 +1,7 @@\n
 Nach dem Tod einer Mutter und ihrer Kinder in Istanbul ermitteln Behörden in mehrere Richtungen. 
-Was bisher über mögliche Ursachen und Verdächtige bekannt ist.

Darum gehts

Das Schicksal einer Mutter und ihrer Kinder, die im Türkeiurlaub starben, bewegt Deutschland. 
+Was bisher über mögliche Ursachen und Verdächtige bekannt ist.

Darum gehts

Das Schicksal einer Mutter und ihrer Kinder, die im Türkei-Urlaub starben, bewegt Deutschland. 
 Der Vater kämpft weiter um sein Leben, während die türkischen Behörden in eine neue Richtung ermitteln und weitere Personen festgenommen haben. 
-Eine Übersicht.

Das weiss man: Eine Mutter und ihre beiden Kinder (drei und sechs Jahre alt) aus Hamburg starben während eines Türkeiurlaubs in Istanbul. 
+Eine Übersicht.

Das weiss man: Eine Mutter und ihre beiden Kinder (drei und sechs Jahre alt) aus Hamburg starben während eines Türkei-Urlaubs in Istanbul. 
 Der Vater der Familie liegt auf der Intensivstation. 
 Die drei Hamburger Opfer haben Wurzeln in der Türkei. 
 Sie wurden am Samstag im westtürkischen Afyonkarahisar beigesetzt. ",2025-11-16 13:01:13.712815,typo
20 Minuten,Schlimmste Dürre seit 50 Jahren – Iran impft jetzt Wolken,2025-11-16 12:00:03,,,,
20 Minuten,Wer hat Martin Wey (66) aus Urdorf gesehen?,2025-11-16 12:22:29,126,"--- Database Content\n
+++ Fetched Content\n
@@ -1,11 +1,11 @@\n
 Seit Samstag, 15. 
-November 2025, wird der in Urdorf wohnende, 66-jährige Martin Wey vermisst. 
-Zuletzt wurde er beim Zirkus Monti auf dem Kasernenareal gesehen.

Der 66-jährige Martin Wey wird vermisst. 
+November 2025, wird der in Urdorf wohnende 66-jährige Martin Wey vermisst. 
+Zuletzt wurde er beim Circus Monti auf dem Kasernenareal gesehen.

Der 66-jährige Martin Wey wird vermisst. 
 Letztmals gesehen wurde er am Samstag, 15. 
-November 2025, um 17.15 Uhr auf dem Kasernenareal in Zürich beim Zirkus Monti gesehen. Laut Stadtpolizei Zürich verfügt der Vermisste über keinen guten Orientierungssinn und wird kaum aktiv Menschen um Hilfe ansprechen.

Martin Wey ist etwa 185 Zentimeter gross, weiss und verfügt über eine schlanke Statur. 
-Er trägt eine Brille und hat kurze, gekrauste grau- und braun melierte Haare sowie braune Augen. 
+November 2025, um 17.15 Uhr auf dem Kasernenareal in Zürich beim Circus Monti. Laut Stadtpolizei Zürich verfügt der Vermisste über keinen guten Orientierungssinn und wird kaum aktiv Menschen um Hilfe ansprechen.

Martin Wey ist etwa 185 Zentimeter gross, weiss und verfügt über eine schlanke Statur. 
+Er trägt eine Brille und hat kurze, gekrauste, grau und braun melierte Haare sowie braune Augen. 
 Er trägt dunkelbraune Winterschuhe, eine dunkelbraune Daunenjacke, beige/braune Hosen, eine dunkle Kappe und schwarze Stoffhandschuhe. 
-Zudem hat er einen Schlüsselbund mit einem roten Badge, einem violetten Dinosaurier, sowie einem Plüschwürfel und einer Plüschhyäne dabei.

Personen, die Hinweise über den Verbleib von Martin Wey machen können, werden gebeten, sich mit der Stadtpolizei Zürich, Tel. 
+Zudem hat er einen Schlüsselbund mit einem roten Badge, einem violetten Dinosaurier sowie einem Plüschwürfel und einer Plüschhyäne dabei.

Personen, die Hinweise über den Verbleib von Martin Wey machen können, werden gebeten, sich mit der Stadtpolizei Zürich, Tel. 
 0 444 117 117, in Verbindung zu setzen.

Fee Anabelle Riebeling (fee) arbeitet seit 2014 für 20 Minuten. 
 Sie ist stv. 
 Leiterin Wissen, History & Digital und Leiterin des Fachgremiums Faktencheck & Verifikation.",2025-11-16 13:40:57.593383,content change
20 Minuten,«Das ist wie Weihnachten – ein sehr spezieller Moment»,2025-11-16 12:30:03,,,,
20 Minuten,«Möwen anschreien» – das steckt hinter dem kuriosen Tipp,2025-11-16 12:47:10,,,,
20 Minuten,Fotograf an Europas Grenzen: «Ich will nicht nur Elend zeigen»,2025-11-16 13:00:47,,,,
20 Minuten,Nach Stolperer knallt Politiker in wertvolle Fensterscheibe,2025-11-16 13:05:17,,,,
20 Minuten,Strafzettel in Probezeit: Cruz Beckham muss Führerschein abgeben,2025-11-16 13:06:58,,,,
20 Minuten,Mann geht mit Sichel auf CEO los,2025-11-16 13:36:48,,,,
20 Minuten,Mann in Einkaufszentrum mit Sichel attackiert,2025-11-16 13:36:48,208,"--- Database Content\n
+++ Fetched Content\n
@@ -1,7 +1,7 @@\n
 In der Waadtländer Gemeinde kam es am Samstag zu blutigen Szenen. 
 Dank dem mutigen Einschreiten von Passanten konnte Schlimmeres verhindert werden.

Darum gehts

Im Kanton Waadt ist es am Samstag zu einem Angriff in einem Einkaufszentrum in Morges gekommen. 
-Wie ein Augenzeuge gegenüber 20 Minutes berichtet, liess er sich gerade in einem Friseurgeschäft die Haare schneiden, als er einen Mann blutend aus einem anderen Geschäft kommen sah: «Der blutverschmierte Mann wurde von einer anderen Person verfolgt, die mit einer Sichel bewaffnet war».

Der Flüchtende habe danach Zuflucht in einem Kiosk direkt nebenan gesucht und dort Hilfe von Angestellten des Friseursalons bekommen: Diese hätten den Angreifer aus dem Einkaufszentrum gejagt, wobei Blutspuren am Boden zurückgeblieben seien. 
-Nach Recherchen von 20 Minuten dürfte sich die Attacke im Gottaz Centre etwas ausserhalb des Gemeindezentrums ereignet haben.

Auf Anfrage der Zeitung bestätigt die Kapo Waadt, dass es am Samstag um 9.30 Uhr im Einkaufszentrum zu einem Angriff gekommen sei:  tatsächlich zu einem Überfall gekommen ist. 
+Wie ein Augenzeuge gegenüber 20 Minutes berichtet, liess er sich gerade in einem Friseurgeschäft die Haare schneiden, als er einen Mann blutend aus einem anderen Geschäft kommen sah: «Der blutverschmierte Mann wurde von einer anderen Person verfolgt, die mit einer Sichel bewaffnet war.»

Der Flüchtende habe danach Zuflucht in einem Kiosk direkt nebenan gesucht und dort Hilfe von Angestellten des Friseursalons bekommen: Diese hätten den Angreifer aus dem Einkaufszentrum gejagt, wobei Blutspuren am Boden zurückgeblieben seien. 
+Nach Recherchen von 20 Minuten dürfte sich die Attacke im Gottaz Centre etwas ausserhalb des Gemeindezentrums ereignet haben.

Auf Anfrage der Zeitung bestätigt die Kapo Waadt, dass es am Samstag um 9.30 Uhr im Einkaufszentrum zu einem Angriff gekommen sei. 
 Laut Pressesprecher Pascal Granado «betrat eine Person das CBD-Geschäft und griff den Geschäftsführer mit einem scharfen Gegenstand an». 
 Man habe nach dem Vorfall eine «Art Machete» sichergestellt und untersuche derzeit, ob es sich dabei um die Tatwaffe handelt. 
 Die Ermittlungen zum Motiv laufen noch.

Der mutmassliche Angreifer, ein etwa 20-Jähriger aus der Region, wurde festgenommen. ",2025-11-16 14:51:16.199355,typo
20 Minuten,Hoher Lohn und 250 Freitage: Amalies (29) Job hat nur einen Haken,2025-11-16 13:38:42,251,"--- Database Content\n
+++ Fetched Content\n
@@ -5,6 +5,6 @@\n
 Als Gebietsleiterin auf einer Ölplattform ist die Norwegerin dafür zuständig, dass alle technischen Abläufe in ihrem Bereich sicher und reibungslos funktionieren. 
 Jeweils zwei Wochen am Stück arbeitet sie auf der Plattform, entweder in der Morgen- oder Nachtschicht. 
 «Wir arbeiten immer im Vier-Augen-Prinzip» – schliesslich kann der kleinste Fehler katastrophale Folgen haben, wie der Fall von Deepwater Horizon 2010 zeigte.

Nach getaner Arbeit bietet die Plattform vor der norwegischen Küste laut Amalie aber durchaus Möglichkeiten für den Freizeitvertreib: So gebe es einen Fitnessraum, einen Golfsimulator und eine Freizeitlounge, wo die Crew verweilen kann. 
-Mit dem Leben auf dem Festland sei die Plattform aber trotzdem keineswegs vergleichbar: «Man muss bereit sein, Opfer zu bringen – dann wird man mit einem aussergewöhnlichen Leben bedroht», so die 29-Jährige in einem ihrer Videos.

Wie «Focus online» berichtet, verdienen Offshore-Techniker ohne Zulagen etwa 58'000 Franken jährlich, Spezialisten mit der entsprechenden Erfahrung sogar zwischen 92'000 und 134'000 Franken – dazu zählt auch Amalie. 
+Mit dem Leben auf dem Festland sei die Plattform aber trotzdem keineswegs vergleichbar: «Man muss bereit sein, Opfer zu bringen – dann wird man mit einem aussergewöhnlichen Leben belohnt», so die 29-Jährige in einem ihrer Videos.

Wie «Focus online» berichtet, verdienen Offshore-Techniker ohne Zulagen etwa 58'000 Franken jährlich, Spezialisten mit der entsprechenden Erfahrung sogar zwischen 92'000 und 134'000 Franken – dazu zählt auch Amalie. 
 In Deutschland liegen die Löhne laut der Jobplattform Stepstone deutlich tiefer: Zwischen 35'000 und 50'000 Franken verdienen Ölplattform-Arbeiter dort umgerechnet etwa.

Benedikt Hollenstein (bho) ist seit 2021 bei 20 Minuten. 
 Er schreibt für den Newsdesk und übernimmt dort auch Tagesleitungsschichten.",2025-11-16 15:31:08.247010,typo
20 Minuten,62-Jähriger stirbt bei Arbeitsunfall,2025-11-16 14:03:04,,,,
20 Minuten,Haftbefehl beendet zweites Konzert bereits nach wenigen Minuten,2025-11-16 14:25:22,,,,
20 Minuten,Blitz trifft Passagierflugzeug – «In Kabine roch es verbrannt»,2025-11-16 14:40:22,,,,
20 Minuten,«Bilder sind schrecklich»: Horror-Verletzung entsetzt Fussball,2025-11-16 14:43:06,,,,
20 Minuten,«Schrecklich»: Gegner mit grosser Geste nach Horror-Verletzung,2025-11-16 14:43:06,,,,
20 Minuten,Säugling in Badewanne ertränkt – Mutter (31) nach Flucht gefasst,2025-11-16 15:18:33,333,"--- Database Content\n
+++ Fetched Content\n
@@ -13,6 +13,6 @@\n
 Er wurde in der Nacht alarmiert. 
 Er teilt gegenüber dem Nachrichtenportal Ouest-France mit: «Ich wurde gegen drei Uhr morgens von den Gendarmen gerufen, um den Totenschein auszustellen.» Er erklärt weiter: «Es handelt sich um ein junges Paar. 
 Seine soziale Situation ist etwas schwierig. 
-Beide arbeiten im Esat Mac Dougall.» Dabei handelt es sich um eine Organisation, die Menschen mit geistigen oder psychischen Beeinträchtigungen beim Einstieg in Arbeit und Alltag begleitet.

Hast du oder hat jemand, den du kennst, eine psychische Erkrankung? 
+Beide arbeiten im Esat Hélène Mac Dougall.» Dabei handelt es sich um eine Organisation, die Menschen mit geistigen oder psychischen Beeinträchtigungen beim Einstieg in Arbeit und Alltag begleitet.

Hast du oder hat jemand, den du kennst, eine psychische Erkrankung? 
 

Jonas Bucher ist Blattmacher stellvertretender Co-Leiter des Newsdesks bei 20 Minuten. 
 Er ist seit 25 Jahren in der Medienbranche tätig und 20 Minuten stets treu geblieben.",2025-11-16 16:31:19.367979,typo
